833.19862	53
833.28331	57
833.368	30
833.45268	28
833.53736	34
833.62202	26
833.70668	10
833.79133	21
833.87597	64
833.9606	46
834.04522	14
834.12984	50
834.21444	31
834.29904	59
834.38363	40
834.46821	38
834.55279	59
834.63735	76
834.72191	81
834.80646	10
834.891	45
834.97553	65
835.06005	56
835.14457	42
835.22907	40
835.31357	55
835.39806	33
835.48254	63
835.56702	95
835.65148	68
835.73594	50
835.82038	74
835.90482	94
835.98926	108
836.07368	77
836.15809	52
836.2425	108
836.3269	73
836.41128	82
836.49567	49
836.58004	105
836.6644	83
836.74876	73
836.8331	87
836.91744	89
837.00177	91
837.08609	65
837.17041	112
837.25471	100
837.33901	93
837.4233	65
837.50757	99
837.59185	123
837.67611	114
837.76036	87
837.84461	90
837.92884	115
838.01307	115
838.09729	74
838.1815	115
838.26571	118
838.3499	109
838.43409	134
838.51826	125
838.60243	82
838.68659	142
838.77075	121
838.85489	117
838.93902	131
839.02315	103
839.10727	96
839.19138	116
839.27548	163
839.35957	120
839.44365	132
839.52773	114
839.6118	148
839.69585	110
839.7799	116
839.86394	112
839.94798	131
840.032	108
840.11601	101
840.20002	113
840.28402	138
840.36801	114
840.45199	119
840.53596	130
840.61993	153
840.70388	152
840.78783	134
840.87176	126
840.95569	142
841.03961	124
841.12353	129
841.20743	148
841.29132	165
841.37521	127
841.45909	146
841.54296	117
841.62682	132
841.71067	161
841.79451	139
841.87834	203
841.96217	148
842.04599	163
842.1298	124
842.21359	152
842.29739	153
842.38117	147
842.46494	155
842.54871	187
842.63246	185
842.71621	177
842.79995	123
842.88368	188
842.9674	163
843.05111	171
843.13482	191
843.21851	172
843.3022	214
843.38588	203
843.46955	197
843.55321	195
843.63686	237
843.7205	203
843.80413	196
843.88776	151
843.97138	209
844.05498	187
844.13858	178
844.22217	188
844.30576	208
844.38933	222
844.47289	222
844.55645	226
844.63999	249
844.72353	236
844.80706	243
844.89058	258
844.97409	265
845.0576	242
845.14109	242
845.22457	257
845.30805	262
845.39152	278
845.47498	294
845.55843	242
845.64187	284
845.7253	297
845.80872	297
845.89214	293
845.97554	340
846.05894	302
846.14233	310
846.22571	314
846.30908	361
846.39244	355
846.47579	354
846.55914	361
846.64247	388
846.7258	382
846.80911	358
846.89242	416
846.97572	420
847.05901	448
847.14229	408
847.22557	382
847.30883	477
847.39209	449
847.47533	450
847.55857	480
847.6418	454
847.72502	494
847.80823	515
847.89143	488
847.97462	545
848.05781	537
848.14098	548
848.22415	566
848.3073	558
848.39045	567
848.47359	580
848.55672	606
848.63984	603
848.72295	664
848.80606	677
848.88915	633
848.97224	681
849.05531	711
849.13838	715
849.22144	696
849.30449	708
849.38753	755
849.47056	746
849.55358	774
849.6366	802
849.7196	815
849.8026	825
849.88558	852
849.96856	873
850.05153	902
850.13449	889
850.21744	954
850.30038	1004
850.38331	1010
850.46624	1014
850.54915	1036
850.63206	1085
850.71495	1099
850.79784	1129
850.88072	1143
850.96359	1189
851.04645	1253
851.1293	1240
851.21214	1243
851.29497	1272
851.3778	1332
851.46061	1349
851.54342	1382
851.62622	1430
851.709	1497
851.79178	1485
851.87455	1564
851.95731	1572
852.04006	1645
852.12281	1701
852.20554	1751
852.28826	1813
852.37098	1800
852.45368	1834
852.53638	1891
852.61907	2033
852.70174	2075
852.78441	2100
852.86707	2157
852.94972	2259
853.03237	2319
853.115	2374
853.19762	2421
853.28024	2493
853.36284	2605
853.44544	2678
853.52803	2807
853.6106	2828
853.69317	2971
853.77573	3019
853.85828	3130
853.94082	3255
854.02335	3361
854.10588	3422
854.18839	3558
854.27089	3600
854.35339	3628
854.43587	3709
854.51835	3909
854.60082	4055
854.68328	4123
854.76573	4083
854.84817	4272
854.9306	4261
855.01302	4413
855.09543	4404
855.17783	4542
855.26023	4636
855.34261	4551
855.42499	4524
855.50735	4747
855.58971	4748
855.67206	4767
855.75439	4750
855.83672	4962
855.91904	4953
856.00135	4939
856.08365	4929
856.16595	4994
856.24823	5032
856.3305	4925
856.41276	4949
856.49502	4935
856.57726	5006
856.6595	4949
856.74173	4972
856.82394	5040
856.90615	5018
856.98835	4978
857.07054	4895
857.15272	4934
857.23489	4962
857.31705	4990
857.39921	4896
857.48135	4797
857.56348	4873
857.64561	4798
857.72772	4817
857.80983	4804
857.89192	4753
857.97401	4630
858.05609	4655
858.13815	4585
858.22021	4537
858.30226	4557
858.3843	4398
858.46633	4482
858.54835	4372
858.63036	4370
858.71237	4338
858.79436	4343
858.87634	4230
858.95832	4216
859.04028	4137
859.12224	4074
859.20418	4012
859.28612	3981
859.36805	3853
859.44996	3891
859.53187	3884
859.61377	3748
859.69566	3729
859.77754	3708
859.85941	3636
859.94127	3609
860.02312	3515
860.10497	3418
860.1868	3378
860.26862	3426
860.35044	3194
860.43224	3268
860.51403	3206
860.59582	3145
860.6776	3066
860.75936	3105
860.84112	3033
860.92287	2983
861.0046	2867
861.08633	2864
861.16805	2797
861.24976	2786
861.33146	2721
861.41315	2653
861.49483	2617
861.5765	2647
861.65816	2579
861.73982	2556
861.82146	2511
861.90309	2409
861.98472	2377
862.06633	2343
862.14793	2327
862.22953	2298
862.31112	2192
862.39269	2193
862.47426	2120
862.55581	2152
862.63736	2111
862.7189	2002
862.80043	1972
862.88195	2019
862.96345	1940
863.04495	1877
863.12644	1923
863.20792	1886
863.28939	1810
863.37086	1812
863.45231	1809
863.53375	1765
863.61518	1766
863.6966	1747
863.77802	1691
863.85942	1685
863.94081	1680
864.0222	1655
