520.94488	41
521.04234	-7
521.13981	8
521.23726	-24
521.33471	21
521.43216	-26
521.5296	-22
521.62704	-5
521.72447	15
521.82189	-8
521.91931	-17
522.01672	12
522.11413	0
522.21153	-23
522.30893	-6
522.40632	10
522.50371	-4
522.60109	14
522.69846	-36
522.79583	9
522.89319	0
522.99055	19
523.08791	-27
523.18525	-4
523.28259	-24
523.37993	-2
523.47726	-9
523.57459	-33
523.67191	3
523.76922	-9
523.86653	-16
523.96383	8
524.06113	7
524.15842	-16
524.2557	7
524.35299	-9
524.45026	3
524.54753	25
524.64479	-18
524.74205	-1
524.8393	13
524.93655	8
525.03379	-20
525.13103	-6
525.22826	-13
525.32548	22
525.4227	-4
525.51991	21
525.61712	14
525.71432	43
525.81152	-11
525.90871	15
526.00589	3
526.10307	-18
526.20024	-9
526.29741	-8
526.39457	-5
526.49173	-16
526.58888	-6
526.68602	-16
526.78316	-25
526.8803	0
526.97742	-5
527.07455	30
527.17166	-3
527.26877	21
527.36588	18
527.46298	-3
527.56007	29
527.65716	21
527.75424	23
527.85132	-8
527.94839	0
528.04545	-11
528.14251	-11
528.23956	-14
528.33661	17
528.43365	-6
528.53069	32
528.62772	-33
528.72474	7
528.82176	0
528.91877	-6
529.01578	-7
529.11278	4
529.20978	2
529.30676	11
529.40375	19
529.50073	16
529.5977	-8
529.69466	-9
529.79162	-12
529.88858	-8
529.98553	11
530.08247	26
530.17941	-12
530.27634	25
530.37326	24
530.47018	-6
530.56709	14
530.664	16
530.7609	-12
530.8578	-3
530.95469	-6
531.05157	-5
531.14845	0
531.24532	18
531.34219	-2
531.43905	24
531.5359	16
531.63275	-4
531.72959	3
531.82643	0
531.92326	10
532.02008	-9
532.1169	-5
532.21371	-22
532.31052	-19
532.40732	17
532.50412	2
532.6009	0
532.69769	-5
532.79446	19
532.89124	-1
532.988	10
533.08476	-8
533.18151	-35
533.27826	-7
533.375	16
533.47173	-5
533.56846	-2
533.66519	12
533.7619	0
533.85861	-17
533.95532	-5
534.05202	-17
534.14871	-11
534.2454	12
534.34208	6
534.43875	-7
534.53542	-12
534.63208	21
534.72874	-16
534.82539	-3
534.92203	28
535.01867	-15
535.1153	5
535.21193	-13
535.30855	7
535.40516	6
535.50177	-14
535.59837	7
535.69496	12
535.79155	-6
535.88814	-2
535.98471	-14
536.08128	1
536.17785	-2
536.27441	-19
536.37096	-7
536.46751	38
536.56405	-6
536.66058	-13
536.75711	5
536.85363	-6
536.95014	-7
537.04665	3
537.14316	26
537.23965	16
537.33614	10
537.43263	-7
537.52911	11
537.62558	41
537.72204	-18
537.8185	1
537.91496	13
538.0114	27
538.10785	-2
538.20428	-12
538.30071	-5
538.39713	19
538.49355	23
538.58996	-15
538.68636	-8
538.78276	17
538.87915	-30
538.97553	-4
539.07191	-12
539.16828	17
539.26465	-24
539.36101	8
539.45736	25
539.55371	-13
539.65005	17
539.74638	11
539.84271	-41
539.93903	7
540.03535	-2
540.13166	-3
540.22796	-21
540.32426	37
540.42055	7
540.51683	-18
